date,user,comment
31-12-2020T03:24:01,SpazztasticKiwi,"I want long sleep, chocolate milk, snacks, & snuggles"
31-12-2020T03:24:20,CrimsonQuill,It'll be okay Spazz...I think
31-12-2020T03:24:42,ThingsAreMoving,"Save monies, look out training/development potential. Progress to another level of employment ladder with higher wages and benefits. Rinse and repeat until comfortable."
31-12-2020T03:25:31,SpazztasticKiwi,I’ve been saving for like
31-12-2020T03:25:36,SpazztasticKiwi,4-5 years
31-12-2020T03:26:02,ThingsAreMoving,That's a win.
31-12-2020T03:26:05,CrimsonQuill,"Placement begins on the 25th. 5 days a week, pedal to the metal."
31-12-2020T03:26:49,CrimsonQuill,"My best case scenario is a company where I will be up at 4:30/5am to catch the buss (it's a bit of a commute), on an 8-5 shift, back home by 7ish/8ish."
31-12-2020T03:27:06,CrimsonQuill,There are other opportunities if that doesn't go through.
31-12-2020T03:27:23,SpazztasticKiwi,ah kitty has arrived for sleps
31-12-2020T03:27:26,ThingsAreMoving,"I have moved to a new place that literally drains 60% of my monthly income in rent, bills and such, just to get the XP I need to land a stable job in the industry"
31-12-2020T03:27:29,CrimsonQuill,Pet the kitty!
31-12-2020T03:27:31,CrimsonQuill,:)
31-12-2020T03:27:35,CrimsonQuill,:ptv-excited:
31-12-2020T03:27:55,ThingsAreMoving,pet the kitty :cat:
31-12-2020T03:28:35,NinoGD,🐈‍⬛
31-12-2020T03:32:49,CrimsonQuill,The sun rises...I have a few things to do. I'll be right back.
31-12-2020T03:33:33,KeefMcDerpface,ok
31-12-2020T03:33:57,ThingsAreMoving,Imma get a breakfast and hydrate. See you next time!
31-12-2020T03:34:09,KeefMcDerpface,ok
31-12-2020T03:41:46,SpazztasticKiwi,🛌
31-12-2020T03:50:01,CrimsonQuill,"Alright, I'm back."
31-12-2020T03:50:28,CrimsonQuill,It's cold outside...I think it's just above freezing.
31-12-2020T03:50:38,CrimsonQuill,"(Cold for me, at least)"
31-12-2020T03:51:44,KeefMcDerpface,The fireworks have finally calmed down. Now I can sleep.
31-12-2020T03:51:53,KeefMcDerpface,\o Night all. :ptv-sleepy:
31-12-2020T03:52:19,CrimsonQuill,"Okee Dokey, cheerio Keef."
31-12-2020T03:52:29,CrimsonQuill,I think I should probably get ready for breakfast.
31-12-2020T03:52:34,CrimsonQuill,Take care chaps!
31-12-2020T03:52:52,CrimsonQuill,:ptv-greetings: /me bows out.
31-12-2020T03:52:56,CrimsonQuill,Oops
31-12-2020T03:52:58,CrimsonQuill,XD
31-12-2020T03:53:00,CrimsonQuill,Cheerio
31-12-2020T05:19:32,TerraTheWizard,:ctwokinds-renirar::ctwokinds-kingtea:
31-12-2020T06:46:00,NinoGD,Im still awake
31-12-2020T07:29:25,Sesarag,Good Night :zzz: <3
31-12-2020T10:13:50,NinoGD,Morning
31-12-2020T11:24:29,CrRAR,:ctwokinds-renirar::cooking:
31-12-2020T11:24:36,CrRAR,1st breakfast
31-12-2020T11:24:45,CrRAR,:cw0lfmare-BerninAngry:
31-12-2020T11:24:54,CrRAR,:bacon:
31-12-2020T11:26:49,SonOfGoku,Morning
31-12-2020T11:38:30,CrRAR,mornin'
31-12-2020T11:38:36,CrRAR,:ctwokinds-rainehappy:
31-12-2020T11:46:57,TerraTheWizard,but what about second breakfast [smug hobbit face]
31-12-2020T12:01:41,NibblyBot,New Patreon Post: Laura Tail Pillow https://www.patreon.com/posts/laura-tail-45655389
31-12-2020T12:07:11,TerraTheWizard,foxball
31-12-2020T12:07:22,SpazztasticKiwi,I found a cute little peppermint mug
31-12-2020T12:07:35,CrRAR,:ctwokinds-maddiessparkles:
31-12-2020T12:07:38,Folfy,morning
31-12-2020T12:07:47,CrRAR,like peppermint themed?
31-12-2020T12:08:04,CrRAR,Does it come with peppermints too?
31-12-2020T12:08:22,SpazztasticKiwi,just peppermints on the mug
31-12-2020T12:08:57,CrRAR,I would fill it with peppermints too
31-12-2020T12:09:06,CrRAR,bring balance to the universe
31-12-2020T12:09:38,SpazztasticKiwi,went in to get a mocha
31-12-2020T12:09:39,CrRAR,make it the go-to mug for mint hot chocolate
31-12-2020T12:09:50,CrRAR,nice
31-12-2020T12:10:00,SpazztasticKiwi,"got 2 mochas, 1 arizona tea, & a mug"
31-12-2020T12:11:00,CrRAR,:ccrrar-kathat: got kattfé here
31-12-2020T12:11:18,CrRAR,much better than covfefe
31-12-2020T12:12:16,CrRAR,I was on a mocha kick in the fall
31-12-2020T12:12:49,NinoGD,I need some coffee
31-12-2020T12:13:25,NinoGD,Only slept 2 about hours
31-12-2020T12:13:35,NinoGD,About 2 hours*
31-12-2020T12:13:55,CrRAR,probably like 5 for me
31-12-2020T12:14:10,CrRAR,but I doubt they were all high quality
31-12-2020T12:15:06,SpazztasticKiwi,I tell you what eye rinse is just the thing for a likely chemical burn to the eye
31-12-2020T12:15:44,CrRAR,Like is it a saline wash?
31-12-2020T12:15:58,SpazztasticKiwi,probably
31-12-2020T12:16:03,CrRAR,That’s good that's better
31-12-2020T12:19:11,CrRAR,Does the mug have green peppermint or red peppermints on it?
31-12-2020T12:19:34,SpazztasticKiwi,red
31-12-2020T12:19:58,CrRAR,nice
31-12-2020T12:21:29,CrRAR,"you got right up and out, I’m not going anywhere all day"
31-12-2020T12:21:34,CrRAR,:ptv-laugh:
31-12-2020T12:23:24,CrRAR,"go, you~"
31-12-2020T12:23:30,CrRAR,:ctwokinds-nibsbounce:
31-12-2020T12:39:10,NibblyBot,New Deviantart Post: Laura Tail Pillow https://www.deviantart.com/twokinds/art/Laura-Tail-Pillow-865765781
31-12-2020T12:39:33,Twokinds,:ctwokinds-katwet:
31-12-2020T12:45:37,NinoGD,Hi tom
31-12-2020T12:46:07,CrRAR,Still feelin sleepily?
31-12-2020T12:46:25,CrRAR,welcome to the new year!
31-12-2020T12:46:29,CrRAR,:ccrrar-chipr:
31-12-2020T12:47:30,CrRAR,make bacon it makes everything better
31-12-2020T12:47:52,CrRAR,:bacon::cw0lfmare-Smugfox:
31-12-2020T12:51:23,SpazztasticKiwi,my eye should be better in a few days
31-12-2020T12:51:44,SpazztasticKiwi,but it’s probably a chemical burn
31-12-2020T12:52:31,CrRAR,how quickly did you do the wash?
31-12-2020T12:52:51,SpazztasticKiwi,it was in my eye maybe a minute
31-12-2020T12:53:16,SpazztasticKiwi,the only reason I knew it happened is I felt the splatter hit my contact over my eye
31-12-2020T12:53:27,SpazztasticKiwi,so my pupil never got hit
31-12-2020T12:53:45,CrRAR,"ah okay, long as it didn’t sit too long was it like an industrial degreaser or over the counter stuff?"
31-12-2020T12:54:12,SpazztasticKiwi,it’s the company stuff
31-12-2020T12:54:18,SpazztasticKiwi,non caustic it says
31-12-2020T12:54:40,CrRAR,"I feel like most degreaser is like high intensity soap, or maybe like pH basic it help break up grease."
31-12-2020T12:55:01,CrRAR,tho bleach is also pH basic but that’s to an extreme
31-12-2020T12:55:12,CrRAR,that’s good
31-12-2020T12:55:37,SpazztasticKiwi,I have eye insurance through work but since this happened on the clock I wonder
31-12-2020T12:56:11,SpazztasticKiwi,if this is a consern they’re gonna have a fit that it wasn’t reported
31-12-2020T12:56:49,CrRAR,oh no not OSHA
31-12-2020T12:56:54,SpazztasticKiwi,I didn’t see it worth making a report at the time but I did mention to my manager
31-12-2020T12:57:05,CrRAR,is it still irritated?
31-12-2020T12:57:32,CrRAR,probably worth a look at the safety/employee manual
31-12-2020T12:57:46,SpazztasticKiwi,the skin on the outside is dry & the eye itself where the chemical hit is definitely very red
31-12-2020T12:58:00,SpazztasticKiwi,but it doesn’t hurt to see or anything if that makes sense
31-12-2020T12:58:01,CrRAR,new policy: everyone wears protective eyewear at all times
31-12-2020T12:58:16,CrRAR,redness not good
31-12-2020T12:58:25,CrRAR,like bloodshot?
31-12-2020T12:58:40,SpazztasticKiwi,the problem is I didn’t feel it sting at all at first because the splatter hit my contact
31-12-2020T12:58:53,CrRAR,ah
31-12-2020T13:00:04,CrRAR,idk if it persists a eye doctor would be good opinion
31-12-2020T13:00:16,CrRAR,maybe do more eyewashes?
31-12-2020T13:00:45,CrRAR,sometimes specific things have certain care routines
31-12-2020T13:00:47,SpazztasticKiwi,I took rinse with me to work
31-12-2020T13:01:20,SpazztasticKiwi,I’m hunting my manager down again if I can real quick
31-12-2020T13:01:41,NibblyBot,New Patreon Post: Submit Sketch Suggestions! https://www.patreon.com/posts/submit-sketch-45626723
31-12-2020T13:01:42,SpazztasticKiwi,she might say to run it by a supervisor & see if they want to take me to a dr
31-12-2020T13:01:52,SpazztasticKiwi,🕰
31-12-2020T13:02:55,ZapiliDver,Hi to all survivors of a new year drunkage!
31-12-2020T13:03:23,CrRAR,\o zapili
31-12-2020T13:03:29,CrRAR,\o/
31-12-2020T13:03:36,CrRAR,We made it
31-12-2020T13:03:40,ZapiliDver,Yeah
31-12-2020T13:03:51,CrRAR,:ptv-confused: now what?
31-12-2020T13:04:00,CrRAR,xD
31-12-2020T13:04:30,ZapiliDver,Now port wine with cola for recovery
31-12-2020T13:05:10,CrRAR,:owl::beers::chipmunk:
31-12-2020T13:05:52,CrRAR,"I feel like those two things just make for like a richer tasting coke, right?"
31-12-2020T13:05:53,ZapiliDver,"Ya searching for guillotine few hours ago, but found none so..."
31-12-2020T13:07:46,ZapiliDver,Rich and new taste with some alcohol
31-12-2020T13:11:14,CrRAR,:wine_glass::moneybag::ccrrar-yis:
31-12-2020T13:11:24,CrRAR,:cw0lfmare-ReniRawr::tangerine:
31-12-2020T13:23:21,CrRAR,the ol :ctwokinds-sytheeyebrows: hair of the dog
31-12-2020T13:23:33,CrRAR,"best remedy, I guess"
31-12-2020T13:25:24,ZapiliDver,"Add some more C2H5OH into body, after that cook come food and drinka a lot of mineralized water"
31-12-2020T13:25:39,ZapiliDver,My usual quickfix
31-12-2020T13:26:25,ZapiliDver,Or drink a lot and move fix to another day
31-12-2020T13:27:35,CrRAR,:ctwokinds-kingtea:
31-12-2020T13:27:38,CrRAR,"or tea, tea good too"
31-12-2020T13:28:19,CrRAR,captures those pesky free radicals
31-12-2020T13:28:25,CrRAR,:ctwokinds-clovisgirl_shake:
31-12-2020T13:34:31,ZapiliDver,Main idea to fix water/mineral balance and add some energy. After that is't body task to move out all that crappy stuff out.
31-12-2020T13:38:57,CrRAR,yeah water is important for toxin elimination
31-12-2020T13:39:29,CrRAR,keeps the cells happy
31-12-2020T14:42:04,CrimsonQuill,Hi guyds
31-12-2020T14:42:08,CrimsonQuill,If you're there
31-12-2020T14:42:15,CrimsonQuill,How has New Year gone?
31-12-2020T14:45:03,KeefMcDerpface,It's a new year! Yes it is! - https://www.youtube.com/watch?v=h5BHLH5xc0k&list=PL4Sz7_l-PtwDwYS56tO0dRrwN2_9QtRrx&index=8
31-12-2020T14:45:43,ZapiliDver,Greatly!
31-12-2020T14:48:54,CrimsonQuill,Wonderful!
31-12-2020T14:49:08,CrimsonQuill,I tasted champagne today. It was...very nice.
31-12-2020T14:49:26,ZapiliDver,I've drunk it yesterday
31-12-2020T14:49:32,ZapiliDver,Today is a day for portwine
31-12-2020T14:51:45,ZapiliDver,"Damn, portwine, cola and 80's rock on vynil is great!"
31-12-2020T14:54:45,ZapiliDver,If 2021'll be line today - it would be a great year
31-12-2020T14:54:52,ZapiliDver,*like today
31-12-2020T14:56:01,CrimsonQuill,"Okay, I need to go."
31-12-2020T14:56:10,CrimsonQuill,I am packing bags and the battery is dying.
31-12-2020T14:56:15,CrimsonQuill,"Goodnight all, and happy new year."
31-12-2020T14:56:17,CrimsonQuill,Cheerio!
31-12-2020T14:57:14,ZapiliDver,bb Crimson
31-12-2020T14:57:36,CrRAR,:v: crim
31-12-2020T15:07:46,ZapiliDver,"Errr, got new mouse, used it for 2 weeks, and wheel begin to creak."
31-12-2020T15:11:13,MidNightBlue78,🐾🐾🐾🐾
31-12-2020T15:12:42,ZapiliDver,Hi Midnight
31-12-2020T15:13:20,MidNightBlue78,hey Zapi
31-12-2020T15:28:21,CrRAR,dang modern gadgets
31-12-2020T15:28:43,SpazztasticKiwi,🥤
31-12-2020T15:28:46,CrRAR,any better spazz?
31-12-2020T15:29:00,SpazztasticKiwi,it’s just gonna be sore
31-12-2020T15:29:35,SpazztasticKiwi,I have work until Monday regardless
31-12-2020T15:30:26,ZapiliDver,Maybe it's a time to switch job?
31-12-2020T15:30:29,CrRAR,as long as it's okay
31-12-2020T16:01:53,CrRAR,:ctwokinds-nibsbounce:
31-12-2020T16:04:02,ZapiliDver,listen to perestroyka music
31-12-2020T17:04:53,SpazztasticKiwi,lunch
31-12-2020T17:08:13,CrRAR,mac n cheese in the oven rn
31-12-2020T17:08:39,CrRAR,:cw0lfmare-ReniRawr::bacon::cheese::ramen:
31-12-2020T17:10:19,Sammit,"Hi everybody, i hope everybody is having a nice 1st day of the year"
31-12-2020T17:12:24,ZapiliDver,Hi Sammit! How are you?
31-12-2020T17:13:07,Sammit,"im doing fine, a bit of just chilling but that's the way i like"
31-12-2020T17:13:19,Sammit,and you?
31-12-2020T17:15:05,ZapiliDver,So-so la-la. Temporary fixed by portwine with cola after night with champagne and cognac.
31-12-2020T17:15:46,ZapiliDver,And pie with cheese.
31-12-2020T17:16:26,Sammit,sounds like a lot of enjoyment
31-12-2020T17:16:36,Sammit,just don't forget to hydrate
31-12-2020T17:17:08,ZapiliDver,Yeah
31-12-2020T17:17:30,ZapiliDver,A lot of mineralized water on the table =)
31-12-2020T17:18:17,Sammit,that is good
31-12-2020T17:20:11,SpazztasticKiwi,chicken salad croissant sandwich is $3.97
31-12-2020T17:20:31,ZapiliDver,Homemaid cheese pie is the best
31-12-2020T17:20:47,CrRAR,ah nice
31-12-2020T17:20:48,SpazztasticKiwi,"I got 8 ct hamburger buns, 4 pack chicken salad tubs, 2 tomatoes, & a salad"
31-12-2020T17:21:24,SpazztasticKiwi,"$1.98, ~$3.98, $.98, ~$2.97"
31-12-2020T17:21:28,CrRAR,chick salad + soup
31-12-2020T17:21:33,CrRAR,:ok_hand::cw0lfmare-Smugfox:
31-12-2020T17:21:49,SpazztasticKiwi,together it’s a little more than getting the croissant sandwich but I can make more sandwiches
31-12-2020T17:21:57,Sammit,meanwhile here i enduring instant ramen and plain bread :ptv-sad:
31-12-2020T17:22:01,Ordithus,:ctwokinds-kingtea:
31-12-2020T17:22:15,CrRAR,:wave::ccrrar-sssnowy: ord
31-12-2020T17:22:20,Sammit,Hi Ord
31-12-2020T17:22:27,SpazztasticKiwi,it’s some good chicken salad
31-12-2020T17:22:44,SpazztasticKiwi,if not just a weeeeeee overpriced
31-12-2020T17:22:58,ZapiliDver,Hi Ord!
31-12-2020T17:22:59,Ordithus,o/
31-12-2020T17:23:09,CrRAR,"yes, never underestimate the power of chicken salad"
31-12-2020T17:23:17,ZapiliDver,"Ewww, pie it's over..."
31-12-2020T17:23:22,CrRAR,esp with toasted breads
31-12-2020T17:23:31,CrRAR,or just good bread in general
31-12-2020T17:23:48,SpazztasticKiwi,or one that you made fresh yourself with fresh tomatoes & lettuce
31-12-2020T17:24:29,CrRAR,if you add something sweet to it too it's very good
31-12-2020T17:24:46,CrRAR,like dried cranberries or apple slivers
31-12-2020T17:24:51,CrRAR,like tiny ones
31-12-2020T17:25:00,SpazztasticKiwi,no dessert but there’s salad & chips
31-12-2020T17:25:26,CrRAR,sounds like a well rounded meal
31-12-2020T17:25:35,SpazztasticKiwi,balanced
31-12-2020T17:25:47,SpazztasticKiwi,"cause I’m fat enough, really"
31-12-2020T17:26:08,CrRAR,it's the holidays and no-go-anywhere weather
31-12-2020T17:26:28,SpazztasticKiwi,besides I’ve been moving around so much I need something from all the groups
31-12-2020T17:26:53,CrRAR,yeap
31-12-2020T17:27:02,ZapiliDver,"Ewrr, ice rain made all roads totally slippery"
31-12-2020T17:27:41,ZapiliDver,I want a normal winter!
31-12-2020T17:28:11,Ordithus,what is a normal winter for you?
31-12-2020T17:28:45,ZapiliDver,-20*C and snow
31-12-2020T17:28:53,ZapiliDver,Russia....
31-12-2020T17:29:01,ZapiliDver,Not +1 -1 and rain
31-12-2020T17:29:16,CrRAR,ah
31-12-2020T17:29:46,CrRAR,"yeah I feel the same, if it's cold it should be cold enough to just snow"
31-12-2020T17:29:57,ZapiliDver,yeah!
31-12-2020T17:30:02,Ordithus,"ah, I see! I'm used to cold and snow, too."
31-12-2020T17:30:05,CrRAR,none of the mixed crap haha
31-12-2020T17:30:34,CrRAR,I saw it was snowing it freaking Texas just a few days ago here in the US
31-12-2020T17:30:48,CrRAR,like all the way down to the Mexican border almost
31-12-2020T17:31:38,CrRAR,so when Texas is done with it you can probably have the snow back
31-12-2020T17:32:05,ZapiliDver,"Dear Texas, please give back winter to Russia =)"
31-12-2020T17:32:17,CrRAR,haha
31-12-2020T17:35:17,SpazztasticKiwi,"well, we already have the rotisserie shut down & clean because we’re out of chickens"
31-12-2020T17:35:31,SpazztasticKiwi,plus there’s three of us tonight
31-12-2020T17:36:11,SpazztasticKiwi,we might be able to do boil out tonight but I doubt it since I leave at 8 & the second person leaves at 6
31-12-2020T17:37:07,SpazztasticKiwi,I got the wraps filled on the floor & the breads done but the freezers are still on the fritz tho
31-12-2020T17:41:47,SpazztasticKiwi,oh & a little girl was with her dad at the meat cheese case
31-12-2020T17:42:02,SpazztasticKiwi,she said “happy newth year”
31-12-2020T17:44:14,Ordithus,\o/
31-12-2020T17:48:05,CrRAR,:ctwokinds-maevecute:
31-12-2020T17:48:11,CrRAR,d'awww
31-12-2020T17:54:52,SpazztasticKiwi,I’ve still got 3 hours but I had food so it’s bedtime
31-12-2020T17:55:26,Sammit,Bye Kiwi
31-12-2020T17:55:53,CrRAR,that's a relatable feel
31-12-2020T17:57:44,SpazztasticKiwi,I did that thing where you breathe wrong awhile ago & I’m still paying for it
31-12-2020T17:58:35,CrRAR,"if you inhale while exhale, you're gonna have a bad time"
31-12-2020T17:59:10,CrRAR,also I dunno if it's true but I read something once that bird only breathe on direction or something
31-12-2020T17:59:18,CrRAR,birds
31-12-2020T17:59:22,SpazztasticKiwi,for whatever reason I was moving a box & my brain was like “what if you swallowed while trying to breathe?”
31-12-2020T17:59:39,CrRAR,critical error
31-12-2020T18:00:07,CrRAR,:ctwokinds-flomad: < maybe this
31-12-2020T18:00:47,MisterWho,Hello everbody! Survived the jump into 2021 without problems? ;)
31-12-2020T18:01:08,ZapiliDver,Hi Who! Jumped with no problem.
31-12-2020T18:01:08,SpazztasticKiwi,too many tasks inputted at one time - system crashed
31-12-2020T18:01:27,SpazztasticKiwi,I’m still coughing
31-12-2020T18:02:27,SpazztasticKiwi,but back to work I go
31-12-2020T18:02:56,CrRAR,ok farewell
31-12-2020T18:03:38,CrRAR,heyo who
31-12-2020T18:03:46,CrRAR,welcome to the future!
31-12-2020T18:03:52,CrRAR,:ctwokinds-maddiessparkles:
31-12-2020T18:04:31,Sammit,Hi MisterWho
31-12-2020T18:06:57,MisterWho,"Ohhh, btw...""Revolution of the Daleks"" It's time for ""The doctor"". :sunglasses:"
31-12-2020T18:12:54,Ordithus,":csagesaga-c1: mind work, come up with sage demand"
31-12-2020T18:37:55,Ordithus,:csagesaga-nynasmirk: I think I have a good one
31-12-2020T18:46:49,CrRAR,:ctwokinds-zenshocked::bulb: eureka
31-12-2020T18:47:10,CrRAR,:ccrrar-kathat:
31-12-2020T20:14:51,SpazztasticKiwi,boil out done 🙌🏻
31-12-2020T20:19:48,SpazztasticKiwi,🥪
31-12-2020T20:23:40,Ordithus,:cw0lfmare-Emberhangry:
31-12-2020T20:51:20,MarvTheHugPharaoh,:wave::cmarvthehugpharaoh-BalthasarGelt:
31-12-2020T20:51:44,BadFoMo,Yo.
31-12-2020T20:52:00,Ordithus,o/
31-12-2020T20:52:49,Sammit,Hi
31-12-2020T20:59:47,Sesarag,Hi
31-12-2020T21:00:34,BadFoMo,Yo.
31-12-2020T21:00:38,SageSaga,yo
31-12-2020T21:00:57,Ordithus,yo!
31-12-2020T21:01:01,TheFriendlyDeathclaw,Hi Sage
31-12-2020T21:01:16,SageSaga,yo Ord- got an idea for your picture?
31-12-2020T21:01:42,Ordithus,yee! Lia watching the snow fall and enjoying a hot drink
31-12-2020T21:01:54,MarvTheHugPharaoh,SAGE Yo
31-12-2020T21:02:03,Sammit,Hi Sage
31-12-2020T21:02:12,SageSaga,yo Deathclaw and Marv and Sammit
31-12-2020T21:02:54,Ordithus,winter is good time for cozy
31-12-2020T21:03:12,ZapiliDver,Hi Sage
31-12-2020T21:03:20,SageSaga,yo Zapili
31-12-2020T21:03:56,Tharkis,happy Mew year !
31-12-2020T21:04:07,CrRAR,:cw0lfmare-Embercat:
31-12-2020T21:04:15,CrRAR,hey tharkis
31-12-2020T21:04:21,Sammit,Hi Tharkis
31-12-2020T21:04:26,SageSaga,happy new year folks- yo Tarkis
31-12-2020T21:04:31,SageSaga,Tharkis*
31-12-2020T21:04:37,BadFoMo,Happy New Year!
31-12-2020T21:04:39,Ordithus,Happy new year! :csagesaga-kaylinheart:
31-12-2020T21:04:40,Sammit,Happy new year to everybody
31-12-2020T21:04:41,ZapiliDver,Hi Tharkis
31-12-2020T21:04:45,CrRAR,hny!
31-12-2020T21:04:49,SageSaga,typing over my tablet while setting up :P
31-12-2020T21:05:01,CrRAR,s'happens
31-12-2020T21:08:05,Tharkis,finishing off my bottle of new years mead.  one of the few times a year i'll touch anything to drink hehe
31-12-2020T21:08:28,Ordithus,:cw0lfmare-Emberflail: mead <3
31-12-2020T21:08:48,Ordithus,friend of mine makes his own
31-12-2020T21:10:00,Tharkis,"i used to brew my own, but i dont drink enough"
31-12-2020T21:10:24,Tharkis,"when your'e making 5 gallon batches of mead each year, you need to drink 5 gallons of mead a year to keep up !"
31-12-2020T21:11:10,Tharkis,"even giving it away as gifts and whatnot, i just couldnt justify brewing my own anymore , gave away my brewing equipment"
31-12-2020T21:11:29,CrRAR,buzzy buzz buzzed :bee:
31-12-2020T21:11:50,Ordithus,yeah that is a lot of mead
31-12-2020T21:12:03,Zakuru,:eyes:
31-12-2020T21:12:41,Ordithus,hi zak
31-12-2020T21:13:19,Sammit,Hi Zakuru
31-12-2020T21:20:30,Zakuru,yo yo
31-12-2020T21:21:04,ZapiliDver,Hi Zakuru
31-12-2020T21:21:25,Twokinds,:ctwokinds-katwet:
31-12-2020T21:21:37,Zakuru,Soggy Kat
31-12-2020T21:21:38,TheFriendlyDeathclaw,Hi Tom
31-12-2020T21:21:44,Ordithus,:ctwokinds-natsducky: hi Tom
31-12-2020T21:21:51,TheFriendlyDeathclaw,Moist Kat...\
31-12-2020T21:22:37,ZapiliDver,Hi Tom
31-12-2020T21:23:02,BadFoMo,Wet [REDACTED]?
31-12-2020T21:23:27,CrRAR,feelin sleepy still?
31-12-2020T21:25:12,Ordithus,"say, how often do you get snow where you're at, sage?"
31-12-2020T21:26:17,MarvTheHugPharaoh,I want snow ;-;
31-12-2020T21:26:17,SageSaga,hmm usually a couple times a year- occasional get icestorms that are bad but otherwise its usually pretty mild but cold
31-12-2020T21:27:37,Sammit,Hi Tom
31-12-2020T21:27:52,Ordithus,I usually get more than I can handle :cw0lfmare-Saltyember:
31-12-2020T21:27:58,MarvTheHugPharaoh,Gimme
31-12-2020T21:28:17,SageSaga,the problem is that we dont have the infrastructure for snow or ice storms- so when they happen we can lose power for over a week in many areas
31-12-2020T21:28:18,Ordithus,be careful what you wish for marv
31-12-2020T21:28:30,Ordithus,those ice storms are scary
31-12-2020T21:28:34,Snowmanwizard,:snowman2: hello
31-12-2020T21:28:39,Ordithus,o/ snowman
31-12-2020T21:28:45,CrRAR,:wave::ccrrar-sssnowy:
31-12-2020T21:29:04,MarvTheHugPharaoh,CrARARARAR :cmarvthehugpharaoh-7219657933271859:
31-12-2020T21:29:10,CrRAR,:ctwokinds-reniderp:
31-12-2020T21:29:36,SageSaga,i remember when my whole family had to sleep in the living room near the wood stove for several days
31-12-2020T21:29:57,CrRAR,sounds both magical and terrible all at once
31-12-2020T21:29:59,SageSaga,we cooked a giant pot of chicken and dumpling soup on it too- ate that for like the entire week
31-12-2020T21:30:01,BadFoMo,That sucks.
31-12-2020T21:30:06,SageSaga,had to go out and cut wood in the ice
31-12-2020T21:30:24,CrRAR,something tells me cold things do not cut so good
31-12-2020T21:30:29,Ordithus,would be a fun time if it wasn't for the freezing to death part
31-12-2020T21:30:50,SageSaga,i slipped once and went down the back hill- managed to grab onto a bush before i got swept down into the frozen marsh
31-12-2020T21:31:01,CrRAR,oh no
31-12-2020T21:31:20,Ordithus,sledding \o/
31-12-2020T21:31:27,CrRAR,this went from winter tales to oregon trail real quick
31-12-2020T21:31:40,BadFoMo,I stand by what I said.
31-12-2020T21:32:11,FoxxTrotter,:cfoxxtrotter-ReniRawr:
31-12-2020T21:32:12,SageSaga,also cold wood cuts just fine so long as its dry
31-12-2020T21:32:21,CrRAR,ah okay
31-12-2020T21:32:26,Ordithus,:cw0lfmare-ReniRawr: hi foxx!
31-12-2020T21:32:31,CrRAR,:cw0lfmare-ReniRawr:
31-12-2020T21:32:32,MisterWho,Reminds me of the tales from my granddad...just those were form 1940 :(
31-12-2020T21:33:07,Ordithus,power company left me plenty of wood for some nice fires next winter
31-12-2020T21:33:08,FoxxTrotter,"Ice storm. Had one here in 2002. Pretty to look at, but not good for infrastructure. XP"
31-12-2020T21:33:24,Sammit,Hi Foxx
31-12-2020T21:33:50,Ordithus,chopping wood is satisfying
31-12-2020T21:33:54,FoxxTrotter,"Two years before that...two feet of snow, which is quite a rarity here."
31-12-2020T21:34:05,SageSaga,"""so we have a problem- Ice has formed on the power lines"" ""How much?"" ""It looks like someone has put transparent tarps over the lines for 2 miles straight"
31-12-2020T21:34:57,CrRAR,:ptv-shock:
31-12-2020T21:35:19,CrRAR,"""It's curtains then"""
31-12-2020T21:35:24,CrRAR,"""no... I said tarps"""
31-12-2020T21:35:42,MisterWho,The american power companies are not really known for repairing/maintenance. Especially in california?
31-12-2020T21:36:03,Ordithus,that varies a lot by region/company
31-12-2020T21:37:32,Ordithus,power is pretty reliable where I am. takes 60+ mph wind storms to cause trouble
31-12-2020T21:38:48,CrRAR,cali is known for brownouts I think due to they try to estimate approximate max load at any thime and like an internet service only provide meager servers not capable of surge capacity
31-12-2020T21:38:54,SageSaga,Ord- or one drunk
31-12-2020T21:39:16,Ordithus,point
31-12-2020T21:39:36,Ordithus,or a suicidal squirrel
31-12-2020T21:39:38,CrRAR,"go home electricity, you're drunk"
31-12-2020T21:39:39,MisterWho,"cali, yeah. And sparks were responsive for a big fire too."
31-12-2020T21:39:48,MisterWho,responsible
31-12-2020T21:40:02,CrRAR,ah
31-12-2020T21:46:22,Ordithus,:snowman2:
31-12-2020T21:46:35,CrRAR,:eyes: now that's some winter magic
31-12-2020T21:48:50,SageSaga,hows that Ord?
31-12-2020T21:48:59,Ordithus,<3 Love it!
31-12-2020T21:49:05,Ordithus,Nice and cozy
31-12-2020T21:49:27,CrRAR,wintertimin' right~
31-12-2020T21:50:56,Ordithus,\o/ first 2021 sketch get
31-12-2020T21:51:04,CrRAR,whoop
31-12-2020T21:51:21,CrRAR,boldly going where no one gone before
31-12-2020T21:52:00,MisterWho,"@CrRAR ""PG&E 'Cheated on Maintenance"" Ohhh, those devils! :smiling_imp:"
31-12-2020T21:52:46,CrRAR,ah okay
31-12-2020T21:53:11,Ordithus,I'd love to spring for full color on this but that's all full up
31-12-2020T21:54:05,CrRAR,"columbia gas up here in NE had serious operational neglect like 2 summers ago, house fires everywhere"
31-12-2020T21:54:33,CrRAR,"bad line pressure, forced natural gas into ppls houses"
31-12-2020T21:55:08,CrRAR,"matter of cost reduction, not having the expertise needed to run... a gas distribution outfit"
31-12-2020T21:55:11,CrRAR,:<
31-12-2020T21:56:06,MisterWho,"Money first, expenses later...maybe"
